patch,hour,division,region,count,total,avg_matches_per_minute
V2.07,1,Controller Ranked,North America,1203,16678,4.9609
V2.07,2,Controller Ranked,North America,1220,16678,5.0310
V2.07,3,Controller Ranked,North America,1148,16678,4.7349
V2.07,4,Controller Ranked,North America,936,16678,3.8806
V2.07,5,Controller Ranked,North America,720,16678,3.9458
V2.07,6,Controller Ranked,North America,568,16678,3.1129
V2.07,7,Controller Ranked,North America,404,16678,2.2143
V2.07,8,Controller Ranked,North America,284,16678,1.5569
V2.07,9,Controller Ranked,North America,201,16678,1.1016
V2.07,10,Controller Ranked,North America,175,16678,0.9593
V2.07,11,Controller Ranked,North America,177,16678,0.9702
V2.07,12,Controller Ranked,North America,210,16678,1.1510
V2.07,13,Controller Ranked,North America,271,16678,1.4857
V2.07,14,Controller Ranked,North America,383,16678,2.0990
V2.07,15,Controller Ranked,North America,475,16678,2.6033
V2.07,16,Controller Ranked,North America,613,16678,2.5386
V2.07,17,Controller Ranked,North America,724,16678,2.9872
V2.07,18,Controller Ranked,North America,788,16678,3.2503
V2.07,19,Controller Ranked,North America,878,16678,3.6208
V2.07,20,Controller Ranked,North America,916,16678,3.7782
V2.07,21,Controller Ranked,North America,1001,16678,4.1284
V2.07,22,Controller Ranked,North America,1063,16678,4.3839
V2.07,23,Controller Ranked,North America,1149,16678,4.7384
V2.07,0,Controller Ranked,Europe,341,14483,1.4073
V2.07,1,Controller Ranked,Europe,201,14483,0.8295
V2.07,2,Controller Ranked,Europe,119,14483,0.4912
V2.07,3,Controller Ranked,Europe,68,14483,0.2805
V2.07,4,Controller Ranked,Europe,38,14483,0.1576
V2.07,5,Controller Ranked,Europe,38,14483,0.2084
V2.07,6,Controller Ranked,Europe,66,14483,0.3620
V2.07,7,Controller Ranked,Europe,147,14483,0.8057
V2.07,8,Controller Ranked,Europe,254,14483,1.3923
V2.07,9,Controller Ranked,Europe,441,14483,2.4167
V2.07,10,Controller Ranked,Europe,547,14483,2.9978
V2.07,11,Controller Ranked,Europe,632,14483,3.4635
V2.07,12,Controller Ranked,Europe,709,14483,3.8859
V2.07,13,Controller Ranked,Europe,835,14483,4.5760
V2.07,14,Controller Ranked,Europe,930,14483,5.0965
V2.07,15,Controller Ranked,Europe,1011,14483,5.5405
V2.07,16,Controller Ranked,Europe,1210,14483,5.0112
V2.07,17,Controller Ranked,Europe,1246,14483,5.1382
V2.07,18,Controller Ranked,Europe,1158,14483,4.7757
V2.07,19,Controller Ranked,Europe,1137,14483,4.6891
V2.07,20,Controller Ranked,Europe,1074,14483,4.4299
V2.07,21,Controller Ranked,Europe,957,14483,3.9467
V2.07,22,Controller Ranked,Europe,782,14483,3.2252
V2.07,23,Controller Ranked,Europe,542,14483,2.2368
V2.03,0,PS4 Ranked,Brazil,1166,14394,0.7761
V2.03,1,PS4 Ranked,Brazil,1064,14394,0.7082
V2.03,2,PS4 Ranked,Brazil,975,14394,0.6490
V2.03,3,PS4 Ranked,Brazil,829,14394,0.5518
V2.03,4,PS4 Ranked,Brazil,621,14394,0.4134
V2.03,5,PS4 Ranked,Brazil,415,14394,0.2762
V2.03,6,PS4 Ranked,Brazil,224,14394,0.1554
V2.03,7,PS4 Ranked,Brazil,67,14394,0.0507
V2.03,8,PS4 Ranked,Brazil,19,14394,0.0144
V2.03,11,PS4 Ranked,Brazil,9,14394,0.0100
V2.03,12,PS4 Ranked,Brazil,56,14394,0.0405
V2.03,13,PS4 Ranked,Brazil,231,14394,0.1602
V2.03,14,PS4 Ranked,Brazil,416,14394,0.2770
V2.03,15,PS4 Ranked,Brazil,522,14394,0.3475
V2.03,16,PS4 Ranked,Brazil,601,14394,0.4001
V2.03,17,PS4 Ranked,Brazil,732,14394,0.4872
V2.03,18,PS4 Ranked,Brazil,910,14394,0.6057
V2.03,19,PS4 Ranked,Brazil,989,14394,0.6583
V2.03,20,PS4 Ranked,Brazil,1077,14394,0.7169
V2.03,21,PS4 Ranked,Brazil,1072,14394,0.7135
V2.03,22,PS4 Ranked,Brazil,1181,14394,0.7861
V2.03,23,PS4 Ranked,Brazil,1217,14394,0.8101
V2.03,0,Controller Ranked,Europe,228,12683,0.1406
V2.03,1,Controller Ranked,Europe,97,12683,0.0621
V2.03,2,Controller Ranked,Europe,28,12683,0.0187
V2.03,6,Controller Ranked,Europe,9,12683,0.0079
V2.03,7,Controller Ranked,Europe,69,12683,0.0426
V2.03,8,Controller Ranked,Europe,192,12683,0.1184
V2.03,9,Controller Ranked,Europe,348,12683,0.2146
V2.03,10,Controller Ranked,Europe,496,12683,0.3057
V2.03,11,Controller Ranked,Europe,595,12683,0.3668
V2.03,12,Controller Ranked,Europe,709,12683,0.4538
V2.03,13,Controller Ranked,Europe,801,12683,0.5127
V2.03,14,Controller Ranked,Europe,867,12683,0.5549
V2.03,15,Controller Ranked,Europe,953,12683,0.6108
V2.03,16,Controller Ranked,Europe,1053,12683,0.6498
V2.03,17,Controller Ranked,Europe,1129,12683,0.6958
V2.03,18,Controller Ranked,Europe,987,12683,0.6083
V2.03,19,Controller Ranked,Europe,1017,12683,0.6268
V2.03,20,Controller Ranked,Europe,1116,12683,0.6879
V2.03,21,Controller Ranked,Europe,956,12683,0.5893
V2.03,22,Controller Ranked,Europe,622,12683,0.3835
V2.03,23,Controller Ranked,Europe,411,12683,0.2534
V2.04,0,PS4 Ranked,Brazil,1055,12555,0.6503
V2.04,1,PS4 Ranked,Brazil,938,12555,0.5783
V2.04,2,PS4 Ranked,Brazil,861,12555,0.5307
V2.04,3,PS4 Ranked,Brazil,723,12555,0.4456
V2.04,4,PS4 Ranked,Brazil,516,12555,0.3181
V2.04,5,PS4 Ranked,Brazil,326,12555,0.2010
V2.04,6,PS4 Ranked,Brazil,168,12555,0.1036
V2.04,7,PS4 Ranked,Brazil,42,12555,0.0304
V2.04,8,PS4 Ranked,Brazil,8,12555,0.0063
V2.04,12,PS4 Ranked,Brazil,31,12555,0.0235
V2.04,13,PS4 Ranked,Brazil,127,12555,0.0814
V2.04,14,PS4 Ranked,Brazil,314,12555,0.2010
V2.04,15,PS4 Ranked,Brazil,454,12555,0.2906
V2.04,16,PS4 Ranked,Brazil,579,12555,0.3572
V2.04,17,PS4 Ranked,Brazil,698,12555,0.4303
V2.04,18,PS4 Ranked,Brazil,851,12555,0.5246
V2.04,19,PS4 Ranked,Brazil,900,12555,0.5760
V2.04,20,PS4 Ranked,Brazil,918,12555,0.5876
V2.04,21,PS4 Ranked,Brazil,951,12555,0.5862
V2.04,22,PS4 Ranked,Brazil,1021,12555,0.6293
V2.04,23,PS4 Ranked,Brazil,1072,12555,0.6608
V2.04,0,Controller Ranked,Europe,178,10439,0.1098
V2.04,1,Controller Ranked,Europe,58,10439,0.0358
V2.04,2,Controller Ranked,Europe,7,10439,0.0078
V2.04,6,Controller Ranked,Europe,3,10439,0.0166
V2.04,7,Controller Ranked,Europe,31,10439,0.0206
V2.04,8,Controller Ranked,Europe,128,10439,0.0789
V2.04,9,Controller Ranked,Europe,247,10439,0.1522
V2.04,10,Controller Ranked,Europe,373,10439,0.2300
V2.04,11,Controller Ranked,Europe,455,10439,0.2912
V2.04,12,Controller Ranked,Europe,544,10439,0.3482
V2.04,13,Controller Ranked,Europe,661,10439,0.4231
V2.04,14,Controller Ranked,Europe,760,10439,0.4864
V2.04,15,Controller Ranked,Europe,802,10439,0.5134
V2.04,16,Controller Ranked,Europe,888,10439,0.5478
V2.04,17,Controller Ranked,Europe,922,10439,0.5683
V2.04,18,Controller Ranked,Europe,906,10439,0.5585
V2.04,19,Controller Ranked,Europe,900,10439,0.5760
V2.04,20,Controller Ranked,Europe,875,10439,0.5401
V2.04,21,Controller Ranked,Europe,767,10439,0.4728
V2.04,22,Controller Ranked,Europe,577,10439,0.3557
V2.04,23,Controller Ranked,Europe,357,10439,0.2201
V2.07,0,Keyboard/Mouse Ranked,Brazil,819,10279,3.3783
V2.07,1,Keyboard/Mouse Ranked,Brazil,839,10279,3.4602
V2.07,2,Keyboard/Mouse Ranked,Brazil,779,10279,3.2125
V2.07,3,Keyboard/Mouse Ranked,Brazil,674,10279,2.7798
V2.07,4,Keyboard/Mouse Ranked,Brazil,486,10279,2.0149
V2.07,5,Keyboard/Mouse Ranked,Brazil,292,10279,1.6001
V2.07,6,Keyboard/Mouse Ranked,Brazil,182,10279,0.9980
V2.07,7,Keyboard/Mouse Ranked,Brazil,102,10279,0.5591
V2.07,8,Keyboard/Mouse Ranked,Brazil,53,10279,0.2907
V2.07,9,Keyboard/Mouse Ranked,Brazil,19,10279,0.1045
V2.07,10,Keyboard/Mouse Ranked,Brazil,20,10279,0.1099
V2.07,11,Keyboard/Mouse Ranked,Brazil,38,10279,0.2088
V2.07,12,Keyboard/Mouse Ranked,Brazil,98,10279,0.5372
V2.07,13,Keyboard/Mouse Ranked,Brazil,190,10279,1.0418
V2.07,14,Keyboard/Mouse Ranked,Brazil,269,10279,1.4744
V2.07,15,Keyboard/Mouse Ranked,Brazil,295,10279,1.6170
V2.07,16,Keyboard/Mouse Ranked,Brazil,388,10279,1.6071
V2.07,17,Keyboard/Mouse Ranked,Brazil,542,10279,2.2352
V2.07,18,Keyboard/Mouse Ranked,Brazil,636,10279,2.6233
V2.07,19,Keyboard/Mouse Ranked,Brazil,670,10279,2.7630
V2.07,20,Keyboard/Mouse Ranked,Brazil,680,10279,2.8042
V2.07,21,Keyboard/Mouse Ranked,Brazil,678,10279,2.7960
V2.07,22,Keyboard/Mouse Ranked,Brazil,734,10279,3.0271
V2.07,23,Keyboard/Mouse Ranked,Brazil,796,10279,3.2830
V2.04,0,PS4 Casual,Oceania,276,9892,0.1702
V2.04,1,PS4 Casual,Oceania,291,9892,0.1794
V2.04,2,PS4 Casual,Oceania,283,9892,0.1745
V2.04,3,PS4 Casual,Oceania,330,9892,0.2034
V2.04,4,PS4 Casual,Oceania,376,9892,0.2318
V2.04,5,PS4 Casual,Oceania,382,9892,0.2355
V2.04,6,PS4 Casual,Oceania,497,9892,0.3063
V2.04,7,PS4 Casual,Oceania,490,9892,0.3021
V2.04,8,PS4 Casual,Oceania,585,9892,0.3606
V2.04,9,PS4 Casual,Oceania,659,9892,0.4062
V2.04,10,PS4 Casual,Oceania,636,9892,0.3920
V2.04,11,PS4 Casual,Oceania,626,9892,0.3863
V2.04,12,PS4 Casual,Oceania,566,9892,0.3489
V2.04,13,PS4 Casual,Oceania,559,9892,0.3578
V2.04,14,PS4 Casual,Oceania,519,9892,0.3322
V2.04,15,PS4 Casual,Oceania,485,9892,0.3104
V2.04,16,PS4 Casual,Oceania,407,9892,0.2510
V2.04,17,PS4 Casual,Oceania,391,9892,0.2410
V2.04,18,PS4 Casual,Oceania,330,9892,0.2034
V2.04,19,PS4 Casual,Oceania,263,9892,0.1621
V2.04,20,PS4 Casual,Oceania,234,9892,0.1442
V2.04,21,PS4 Casual,Oceania,222,9892,0.1369
V2.04,22,PS4 Casual,Oceania,250,9892,0.1541
V2.04,23,PS4 Casual,Oceania,235,9892,0.1449
V2.07,0,Keyboard/Mouse Ranked,North America,611,9170,2.5197
V2.07,1,Keyboard/Mouse Ranked,North America,662,9170,2.7302
V2.07,2,Keyboard/Mouse Ranked,North America,677,9170,2.7919
V2.07,3,Keyboard/Mouse Ranked,North America,701,9170,2.8914
V2.07,4,Keyboard/Mouse Ranked,North America,574,9170,2.3795
V2.07,5,Keyboard/Mouse Ranked,North America,452,9170,2.4769
V2.07,6,Keyboard/Mouse Ranked,North America,367,9170,2.0116
V2.07,7,Keyboard/Mouse Ranked,North America,272,9170,1.4907
V2.07,8,Keyboard/Mouse Ranked,North America,199,9170,1.0906
V2.07,9,Keyboard/Mouse Ranked,North America,144,9170,0.7905
V2.07,10,Keyboard/Mouse Ranked,North America,113,9170,0.6204
V2.07,11,Keyboard/Mouse Ranked,North America,97,9170,0.5325
V2.07,12,Keyboard/Mouse Ranked,North America,110,9170,0.6030
V2.07,13,Keyboard/Mouse Ranked,North America,126,9170,0.6908
V2.07,14,Keyboard/Mouse Ranked,North America,153,9170,0.8388
V2.07,15,Keyboard/Mouse Ranked,North America,214,9170,1.1729
V2.07,16,Keyboard/Mouse Ranked,North America,288,9170,1.1930
V2.07,17,Keyboard/Mouse Ranked,North America,367,9170,1.5148
V2.07,18,Keyboard/Mouse Ranked,North America,406,9170,1.6745
V2.07,19,Keyboard/Mouse Ranked,North America,449,9170,1.8517
V2.07,20,Keyboard/Mouse Ranked,North America,485,9170,2.0003
V2.07,21,Keyboard/Mouse Ranked,North America,541,9170,2.2310
V2.07,22,Keyboard/Mouse Ranked,North America,551,9170,2.2723
V2.07,23,Keyboard/Mouse Ranked,North America,611,9170,2.5201
V2.03,0,PS4 Casual,Oceania,244,8625,0.1505
V2.03,1,PS4 Casual,Oceania,270,8625,0.1664
V2.03,2,PS4 Casual,Oceania,268,8625,0.1653
V2.03,3,PS4 Casual,Oceania,269,8625,0.1658
V2.03,4,PS4 Casual,Oceania,329,8625,0.2028
V2.03,5,PS4 Casual,Oceania,371,8625,0.2287
V2.03,6,PS4 Casual,Oceania,397,8625,0.2447
V2.03,7,PS4 Casual,Oceania,431,8625,0.2657
V2.03,8,PS4 Casual,Oceania,493,8625,0.3039
V2.03,9,PS4 Casual,Oceania,545,8625,0.3359
V2.03,10,PS4 Casual,Oceania,572,8625,0.3526
V2.03,11,PS4 Casual,Oceania,585,8625,0.3479
V2.03,12,PS4 Casual,Oceania,514,8625,0.3168
V2.03,13,PS4 Casual,Oceania,480,8625,0.2959
V2.03,14,PS4 Casual,Oceania,454,8625,0.2798
V2.03,15,PS4 Casual,Oceania,418,8625,0.2577
V2.03,16,PS4 Casual,Oceania,328,8625,0.2022
V2.03,17,PS4 Casual,Oceania,322,8625,0.1985
V2.03,18,PS4 Casual,Oceania,280,8625,0.1726
V2.03,19,PS4 Casual,Oceania,229,8625,0.1412
V2.03,20,PS4 Casual,Oceania,206,8625,0.1270
V2.03,21,PS4 Casual,Oceania,185,8625,0.1141
V2.03,22,PS4 Casual,Oceania,208,8625,0.1282
V2.03,23,PS4 Casual,Oceania,227,8625,0.1399
V2.07,0,Keyboard/Mouse Ranked,Latin America North,546,6738,2.2517
V2.07,1,Keyboard/Mouse Ranked,Latin America North,537,6738,2.2148
V2.07,2,Keyboard/Mouse Ranked,Latin America North,559,6738,2.3053
V2.07,3,Keyboard/Mouse Ranked,Latin America North,558,6738,2.3012
V2.07,4,Keyboard/Mouse Ranked,Latin America North,474,6738,1.9655
V2.07,5,Keyboard/Mouse Ranked,Latin America North,330,6738,1.8089
V2.07,6,Keyboard/Mouse Ranked,Latin America North,228,6738,1.2497
V2.07,7,Keyboard/Mouse Ranked,Latin America North,150,6738,0.8221
V2.07,8,Keyboard/Mouse Ranked,Latin America North,67,6738,0.3678
V2.07,9,Keyboard/Mouse Ranked,Latin America North,23,6738,0.1266
V2.07,13,Keyboard/Mouse Ranked,Latin America North,7,6738,0.0387
V2.07,14,Keyboard/Mouse Ranked,Latin America North,46,6738,0.2523
V2.07,15,Keyboard/Mouse Ranked,Latin America North,119,6738,0.6525
V2.07,16,Keyboard/Mouse Ranked,Latin America North,201,6738,0.8326
V2.07,17,Keyboard/Mouse Ranked,Latin America North,292,6738,1.2044
V2.07,18,Keyboard/Mouse Ranked,Latin America North,338,6738,1.3940
V2.07,19,Keyboard/Mouse Ranked,Latin America North,354,6738,1.4602
V2.07,20,Keyboard/Mouse Ranked,Latin America North,415,6738,1.7120
V2.07,21,Keyboard/Mouse Ranked,Latin America North,459,6738,1.8931
V2.07,22,Keyboard/Mouse Ranked,Latin America North,504,6738,2.0788
V2.07,23,Keyboard/Mouse Ranked,Latin America North,528,6738,2.1776
V2.07,0,Crossplatform Casual,Oceania,183,6456,0.7558
V2.07,1,Crossplatform Casual,Oceania,223,6456,0.9198
V2.07,2,Crossplatform Casual,Oceania,266,6456,1.0979
V2.07,3,Crossplatform Casual,Oceania,285,6456,1.1754
V2.07,4,Crossplatform Casual,Oceania,258,6456,1.0699
V2.07,5,Crossplatform Casual,Oceania,297,6456,1.6278
V2.07,6,Crossplatform Casual,Oceania,351,6456,1.9239
V2.07,7,Crossplatform Casual,Oceania,393,6456,2.1541
V2.07,8,Crossplatform Casual,Oceania,398,6456,2.1816
V2.07,9,Crossplatform Casual,Oceania,450,6456,2.4659
V2.07,10,Crossplatform Casual,Oceania,482,6456,2.6417
V2.07,11,Crossplatform Casual,Oceania,475,6456,2.6038
V2.07,12,Crossplatform Casual,Oceania,402,6456,2.2038
V2.07,13,Crossplatform Casual,Oceania,346,6456,1.8964
V2.07,14,Crossplatform Casual,Oceania,265,6456,1.4525
V2.07,15,Crossplatform Casual,Oceania,228,6456,0.9412
V2.07,16,Crossplatform Casual,Oceania,228,6456,0.9405
V2.07,17,Crossplatform Casual,Oceania,167,6456,0.6895
V2.07,18,Crossplatform Casual,Oceania,141,6456,0.5819
V2.07,19,Crossplatform Casual,Oceania,125,6456,0.5157
V2.07,20,Crossplatform Casual,Oceania,96,6456,0.3961
V2.07,21,Crossplatform Casual,Oceania,111,6456,0.4585
V2.07,22,Crossplatform Casual,Oceania,138,6456,0.5698
V2.07,23,Crossplatform Casual,Oceania,148,6456,0.6108
V2.07,0,Controller Ranked,Brazil,274,3646,1.1302
V2.07,1,Controller Ranked,Brazil,263,3646,1.0847
V2.07,2,Controller Ranked,Brazil,243,3646,1.0026
V2.07,3,Controller Ranked,Brazil,205,3646,0.8458
V2.07,4,Controller Ranked,Brazil,142,3646,0.5892
V2.07,5,Controller Ranked,Brazil,87,3646,0.4768
V2.07,6,Controller Ranked,Brazil,49,3646,0.2688
V2.07,7,Controller Ranked,Brazil,28,3646,0.1540
V2.07,8,Controller Ranked,Brazil,11,3646,0.0605
V2.07,11,Controller Ranked,Brazil,9,3646,0.0497
V2.07,12,Controller Ranked,Brazil,37,3646,0.2031
V2.07,13,Controller Ranked,Brazil,70,3646,0.3838
V2.07,14,Controller Ranked,Brazil,106,3646,0.5817
V2.07,15,Controller Ranked,Brazil,135,3646,0.7400
V2.07,16,Controller Ranked,Brazil,152,3646,0.6302
V2.07,17,Controller Ranked,Brazil,197,3646,0.8128
V2.07,18,Controller Ranked,Brazil,258,3646,1.0644
V2.07,19,Controller Ranked,Brazil,273,3646,1.1263
V2.07,20,Controller Ranked,Brazil,267,3646,1.1013
V2.07,21,Controller Ranked,Brazil,269,3646,1.1097
V2.07,22,Controller Ranked,Brazil,277,3646,1.1424
V2.07,23,Controller Ranked,Brazil,294,3646,1.2130
V2.07,0,Keyboard/Mouse Ranked,Southeast Asia,8,3057,0.0662
V2.07,1,Keyboard/Mouse Ranked,Southeast Asia,20,3057,0.0831
V2.07,2,Keyboard/Mouse Ranked,Southeast Asia,41,3057,0.1696
V2.07,3,Keyboard/Mouse Ranked,Southeast Asia,63,3057,0.2602
V2.07,4,Keyboard/Mouse Ranked,Southeast Asia,83,3057,0.3443
V2.07,5,Keyboard/Mouse Ranked,Southeast Asia,96,3057,0.5262
V2.07,6,Keyboard/Mouse Ranked,Southeast Asia,130,3057,0.7124
V2.07,7,Keyboard/Mouse Ranked,Southeast Asia,149,3057,0.8171
V2.07,8,Keyboard/Mouse Ranked,Southeast Asia,176,3057,0.9653
V2.07,9,Keyboard/Mouse Ranked,Southeast Asia,188,3057,1.0306
V2.07,10,Keyboard/Mouse Ranked,Southeast Asia,179,3057,0.9810
V2.07,11,Keyboard/Mouse Ranked,Southeast Asia,177,3057,0.9701
V2.07,12,Keyboard/Mouse Ranked,Southeast Asia,190,3057,1.0413
V2.07,13,Keyboard/Mouse Ranked,Southeast Asia,205,3057,1.1234
V2.07,14,Keyboard/Mouse Ranked,Southeast Asia,224,3057,1.2275
V2.07,15,Keyboard/Mouse Ranked,Southeast Asia,220,3057,1.2058
V2.07,16,Keyboard/Mouse Ranked,Southeast Asia,210,3057,0.8700
V2.07,17,Keyboard/Mouse Ranked,Southeast Asia,213,3057,0.8784
V2.07,18,Keyboard/Mouse Ranked,Southeast Asia,164,3057,0.6765
V2.07,19,Keyboard/Mouse Ranked,Southeast Asia,130,3057,0.5364
V2.07,20,Keyboard/Mouse Ranked,Southeast Asia,91,3057,0.3755
V2.07,21,Keyboard/Mouse Ranked,Southeast Asia,55,3057,0.2273
V2.07,22,Keyboard/Mouse Ranked,Southeast Asia,25,3057,0.1032
V2.07,23,Keyboard/Mouse Ranked,Southeast Asia,20,3057,0.0828
V2.05,3,PS4 Ranked,Southeast Asia,12,2812,0.0095
V2.05,4,PS4 Ranked,Southeast Asia,21,2812,0.0125
V2.05,5,PS4 Ranked,Southeast Asia,41,2812,0.0235
V2.05,6,PS4 Ranked,Southeast Asia,58,2812,0.0302
V2.05,7,PS4 Ranked,Southeast Asia,77,2812,0.0427
V2.05,8,PS4 Ranked,Southeast Asia,113,2812,0.0607
V2.05,9,PS4 Ranked,Southeast Asia,123,2812,0.0586
V2.05,10,PS4 Ranked,Southeast Asia,152,2812,0.0767
V2.05,11,PS4 Ranked,Southeast Asia,188,2812,0.0950
V2.05,12,PS4 Ranked,Southeast Asia,281,2812,0.1338
V2.05,13,PS4 Ranked,Southeast Asia,396,2812,0.1832
V2.05,14,PS4 Ranked,Southeast Asia,455,2812,0.2048
V2.05,15,PS4 Ranked,Southeast Asia,383,2812,0.1724
V2.05,16,PS4 Ranked,Southeast Asia,259,2812,0.1233
V2.05,17,PS4 Ranked,Southeast Asia,148,2812,0.0747
V2.05,18,PS4 Ranked,Southeast Asia,68,2812,0.0378
V2.05,19,PS4 Ranked,Southeast Asia,30,2812,0.0178
V2.05,20,PS4 Ranked,Southeast Asia,6,2812,0.0111
V2.03,0,PS4 Casual,Southeast Asia,7,2557,0.0068
V2.03,1,PS4 Casual,Southeast Asia,19,2557,0.0127
V2.03,2,PS4 Casual,Southeast Asia,17,2557,0.0118
V2.03,3,PS4 Casual,Southeast Asia,15,2557,0.0125
V2.03,4,PS4 Casual,Southeast Asia,33,2557,0.0229
V2.03,5,PS4 Casual,Southeast Asia,43,2557,0.0287
V2.03,6,PS4 Casual,Southeast Asia,62,2557,0.0382
V2.03,7,PS4 Casual,Southeast Asia,97,2557,0.0599
V2.03,8,PS4 Casual,Southeast Asia,109,2557,0.0673
V2.03,9,PS4 Casual,Southeast Asia,147,2557,0.0906
V2.03,10,PS4 Casual,Southeast Asia,181,2557,0.1117
V2.03,11,PS4 Casual,Southeast Asia,201,2557,0.1196
V2.03,12,PS4 Casual,Southeast Asia,211,2557,0.1301
V2.03,13,PS4 Casual,Southeast Asia,263,2557,0.1621
V2.03,14,PS4 Casual,Southeast Asia,250,2557,0.1541
V2.03,15,PS4 Casual,Southeast Asia,223,2557,0.1375
V2.03,16,PS4 Casual,Southeast Asia,203,2557,0.1251
V2.03,17,PS4 Casual,Southeast Asia,168,2557,0.1036
V2.03,18,PS4 Casual,Southeast Asia,112,2557,0.0691
V2.03,19,PS4 Casual,Southeast Asia,82,2557,0.0506
V2.03,20,PS4 Casual,Southeast Asia,55,2557,0.0339
V2.03,21,PS4 Casual,Southeast Asia,30,2557,0.0192
V2.03,22,PS4 Casual,Southeast Asia,20,2557,0.0139
V2.03,23,PS4 Casual,Southeast Asia,9,2557,0.0060
