patch,hour,division,region,count,total,avg_matches_per_minute
V2.03,15,Crossplatform Casual,Southeast Asia,6299,89527,3.8879
V2.03,16,Crossplatform Casual,Southeast Asia,5565,89527,3.4300
V2.03,17,Crossplatform Casual,Southeast Asia,4569,89527,2.8161
V2.03,18,Crossplatform Casual,Southeast Asia,3729,89527,2.2983
V2.03,19,Crossplatform Casual,Southeast Asia,2782,89527,1.7147
V2.03,20,Crossplatform Casual,Southeast Asia,1921,89527,1.1840
V2.03,21,Crossplatform Casual,Southeast Asia,1261,89527,0.7772
V2.03,22,Crossplatform Casual,Southeast Asia,918,89527,0.5658
V2.03,23,Crossplatform Casual,Southeast Asia,780,89527,0.4808
V2.05,0,Keyboard/Mouse Ranked,Latin America North,5724,74460,1.7332
V2.05,1,Keyboard/Mouse Ranked,Latin America North,5750,74460,1.7411
V2.05,2,Keyboard/Mouse Ranked,Latin America North,5936,74460,1.7974
V2.05,3,Keyboard/Mouse Ranked,Latin America North,6064,74460,1.8362
V2.05,4,Keyboard/Mouse Ranked,Latin America North,5669,74460,1.7166
V2.05,5,Keyboard/Mouse Ranked,Latin America North,4554,74460,1.3790
V2.05,6,Keyboard/Mouse Ranked,Latin America North,3285,74460,0.9947
V2.05,7,Keyboard/Mouse Ranked,Latin America North,1889,74460,0.5720
V2.05,8,Keyboard/Mouse Ranked,Latin America North,1006,74460,0.3103
V2.05,9,Keyboard/Mouse Ranked,Latin America North,423,74460,0.1305
V2.05,10,Keyboard/Mouse Ranked,Latin America North,124,74460,0.0383
V2.05,11,Keyboard/Mouse Ranked,Latin America North,31,74460,0.0101
V2.05,12,Keyboard/Mouse Ranked,Latin America North,18,74460,0.0057
V2.05,13,Keyboard/Mouse Ranked,Latin America North,101,74460,0.0312
V2.05,14,Keyboard/Mouse Ranked,Latin America North,582,74460,0.1795
V2.05,15,Keyboard/Mouse Ranked,Latin America North,1487,74460,0.4504
V2.05,16,Keyboard/Mouse Ranked,Latin America North,2366,74460,0.7164
V2.05,17,Keyboard/Mouse Ranked,Latin America North,2957,74460,0.8954
V2.05,18,Keyboard/Mouse Ranked,Latin America North,3186,74460,0.9647
V2.05,19,Keyboard/Mouse Ranked,Latin America North,3499,74460,1.0596
V2.05,20,Keyboard/Mouse Ranked,Latin America North,4066,74460,1.2312
V2.05,21,Keyboard/Mouse Ranked,Latin America North,4717,74460,1.4283
V2.05,22,Keyboard/Mouse Ranked,Latin America North,5382,74460,1.6297
V2.05,23,Keyboard/Mouse Ranked,Latin America North,5644,74460,1.7090
V2.06,0,Keyboard/Mouse Ranked,Latin America North,5198,69245,1.5740
V2.06,1,Keyboard/Mouse Ranked,Latin America North,5302,69245,1.6055
V2.06,2,Keyboard/Mouse Ranked,Latin America North,5686,69245,1.7217
V2.06,3,Keyboard/Mouse Ranked,Latin America North,5689,69245,1.7226
V2.06,4,Keyboard/Mouse Ranked,Latin America North,5182,69245,1.5692
V2.06,5,Keyboard/Mouse Ranked,Latin America North,4309,69245,1.3048
V2.06,6,Keyboard/Mouse Ranked,Latin America North,3107,69245,0.9408
V2.06,7,Keyboard/Mouse Ranked,Latin America North,1907,69245,0.5775
V2.06,8,Keyboard/Mouse Ranked,Latin America North,946,69245,0.2865
V2.06,9,Keyboard/Mouse Ranked,Latin America North,350,69245,0.1060
V2.06,10,Keyboard/Mouse Ranked,Latin America North,78,69245,0.0241
V2.06,11,Keyboard/Mouse Ranked,Latin America North,12,69245,0.0054
V2.06,12,Keyboard/Mouse Ranked,Latin America North,4,69245,0.0016
V2.06,13,Keyboard/Mouse Ranked,Latin America North,54,69245,0.0167
V2.06,14,Keyboard/Mouse Ranked,Latin America North,428,69245,0.1320
V2.06,15,Keyboard/Mouse Ranked,Latin America North,1197,69245,0.3626
V2.06,16,Keyboard/Mouse Ranked,Latin America North,2044,69245,0.6193
V2.06,17,Keyboard/Mouse Ranked,Latin America North,2708,69245,0.8200
V2.06,18,Keyboard/Mouse Ranked,Latin America North,3011,69245,0.9286
V2.06,19,Keyboard/Mouse Ranked,Latin America North,3387,69245,1.0258
V2.06,20,Keyboard/Mouse Ranked,Latin America North,3877,69245,1.1743
V2.06,21,Keyboard/Mouse Ranked,Latin America North,4488,69245,1.3590
V2.06,22,Keyboard/Mouse Ranked,Latin America North,5020,69245,1.5201
V2.06,23,Keyboard/Mouse Ranked,Latin America North,5261,69245,1.5931
V2.03,0,Keyboard/Mouse Ranked,Brazil,5097,64945,3.1415
V2.03,1,Keyboard/Mouse Ranked,Brazil,4986,64945,3.0732
V2.03,2,Keyboard/Mouse Ranked,Brazil,4825,64945,2.9739
V2.03,3,Keyboard/Mouse Ranked,Brazil,4309,64945,2.6559
V2.03,4,Keyboard/Mouse Ranked,Brazil,3309,64945,2.0396
V2.03,5,Keyboard/Mouse Ranked,Brazil,2251,64945,1.3874
V2.03,6,Keyboard/Mouse Ranked,Brazil,1293,64945,0.7969
V2.03,7,Keyboard/Mouse Ranked,Brazil,702,64945,0.4327
V2.03,8,Keyboard/Mouse Ranked,Brazil,342,64945,0.2109
V2.03,9,Keyboard/Mouse Ranked,Brazil,186,64945,0.1147
V2.03,10,Keyboard/Mouse Ranked,Brazil,148,64945,0.0913
V2.03,11,Keyboard/Mouse Ranked,Brazil,263,64945,0.1621
V2.03,12,Keyboard/Mouse Ranked,Brazil,624,64945,0.3994
V2.03,13,Keyboard/Mouse Ranked,Brazil,1196,64945,0.7654
V2.03,14,Keyboard/Mouse Ranked,Brazil,1751,64945,1.1207
V2.03,15,Keyboard/Mouse Ranked,Brazil,2089,64945,1.3388
V2.03,16,Keyboard/Mouse Ranked,Brazil,2473,64945,1.5260
V2.03,17,Keyboard/Mouse Ranked,Brazil,3207,64945,1.9768
V2.03,18,Keyboard/Mouse Ranked,Brazil,3625,64945,2.2342
V2.03,19,Keyboard/Mouse Ranked,Brazil,4072,64945,2.5098
V2.03,20,Keyboard/Mouse Ranked,Brazil,4434,64945,2.7329
V2.03,21,Keyboard/Mouse Ranked,Brazil,4361,64945,2.6879
V2.03,22,Keyboard/Mouse Ranked,Brazil,4377,64945,2.6977
V2.03,23,Keyboard/Mouse Ranked,Brazil,5025,64945,3.0972
V2.07,0,Crossplatform Casual,Brazil,5022,62843,20.7097
V2.07,1,Crossplatform Casual,Brazil,4837,62843,19.9466
V2.07,2,Crossplatform Casual,Brazil,4427,62843,18.2560
V2.07,3,Crossplatform Casual,Brazil,3454,62843,14.2437
V2.07,4,Crossplatform Casual,Brazil,2155,62843,8.9334
V2.07,5,Crossplatform Casual,Brazil,1291,62843,7.0744
V2.07,6,Crossplatform Casual,Brazil,798,62843,4.3727
V2.07,7,Crossplatform Casual,Brazil,464,62843,2.5428
V2.07,8,Crossplatform Casual,Brazil,276,62843,1.5127
V2.07,9,Crossplatform Casual,Brazil,222,62843,1.2174
V2.07,10,Crossplatform Casual,Brazil,273,62843,1.4963
V2.07,11,Crossplatform Casual,Brazil,506,62843,2.7734
V2.07,12,Crossplatform Casual,Brazil,873,62843,4.7843
V2.07,13,Crossplatform Casual,Brazil,1433,62843,7.8526
V2.07,14,Crossplatform Casual,Brazil,1945,62843,10.6585
V2.07,15,Crossplatform Casual,Brazil,2380,62843,9.8212
V2.07,16,Crossplatform Casual,Brazil,2956,62843,12.1907
V2.07,17,Crossplatform Casual,Brazil,3448,62843,14.2189
V2.07,18,Crossplatform Casual,Brazil,3919,62843,16.1609
V2.07,19,Crossplatform Casual,Brazil,4031,62843,16.6227
V2.07,20,Crossplatform Casual,Brazil,4159,62843,17.1509
V2.07,21,Crossplatform Casual,Brazil,4317,62843,17.8029
V2.07,22,Crossplatform Casual,Brazil,4677,62843,19.2873
V2.07,23,Crossplatform Casual,Brazil,4980,62843,20.5366
V2.04,0,PS4 Casual,Brazil,4196,57852,2.5861
V2.04,1,PS4 Casual,Brazil,3759,57852,2.3169
V2.04,2,PS4 Casual,Brazil,3229,57852,1.9902
V2.04,3,PS4 Casual,Brazil,2658,57852,1.6382
V2.04,4,PS4 Casual,Brazil,2002,57852,1.2340
V2.04,5,PS4 Casual,Brazil,1390,57852,0.8568
V2.04,6,PS4 Casual,Brazil,882,57852,0.5437
V2.04,7,PS4 Casual,Brazil,584,57852,0.3600
V2.04,8,PS4 Casual,Brazil,394,57852,0.2429
V2.04,9,PS4 Casual,Brazil,333,57852,0.2053
V2.04,10,PS4 Casual,Brazil,407,57852,0.2509
V2.04,11,PS4 Casual,Brazil,655,57852,0.4042
V2.04,12,PS4 Casual,Brazil,1105,57852,0.6811
V2.04,13,PS4 Casual,Brazil,1654,57852,1.0586
V2.04,14,PS4 Casual,Brazil,2254,57852,1.4426
V2.04,15,PS4 Casual,Brazil,2481,57852,1.5879
V2.04,16,PS4 Casual,Brazil,2695,57852,1.6611
V2.04,17,PS4 Casual,Brazil,3229,57852,1.9903
V2.04,18,PS4 Casual,Brazil,3635,57852,2.2404
V2.04,19,PS4 Casual,Brazil,3716,57852,2.2903
V2.04,20,PS4 Casual,Brazil,3858,57852,2.3778
V2.04,21,PS4 Casual,Brazil,4030,57852,2.4840
V2.04,22,PS4 Casual,Brazil,4312,57852,2.6577
V2.04,23,PS4 Casual,Brazil,4394,57852,2.7082
V2.04,0,Keyboard/Mouse Ranked,Brazil,4583,56423,2.8247
V2.04,1,Keyboard/Mouse Ranked,Brazil,4481,56423,2.7618
V2.04,2,Keyboard/Mouse Ranked,Brazil,4309,56423,2.6559
V2.04,3,Keyboard/Mouse Ranked,Brazil,3758,56423,2.3163
V2.04,4,Keyboard/Mouse Ranked,Brazil,2980,56423,1.8367
V2.04,5,Keyboard/Mouse Ranked,Brazil,2083,56423,1.2839
V2.04,6,Keyboard/Mouse Ranked,Brazil,1273,56423,0.7846
V2.04,7,Keyboard/Mouse Ranked,Brazil,624,56423,0.3846
V2.04,8,Keyboard/Mouse Ranked,Brazil,310,56423,0.1911
V2.04,9,Keyboard/Mouse Ranked,Brazil,153,56423,0.0943
V2.04,10,Keyboard/Mouse Ranked,Brazil,120,56423,0.0769
V2.04,11,Keyboard/Mouse Ranked,Brazil,220,56423,0.1408
V2.04,12,Keyboard/Mouse Ranked,Brazil,487,56423,0.3002
V2.04,13,Keyboard/Mouse Ranked,Brazil,967,56423,0.6189
V2.04,14,Keyboard/Mouse Ranked,Brazil,1472,56423,0.9423
V2.04,15,Keyboard/Mouse Ranked,Brazil,1736,56423,1.1111
V2.04,16,Keyboard/Mouse Ranked,Brazil,1979,56423,1.2208
V2.04,17,Keyboard/Mouse Ranked,Brazil,2573,56423,1.5858
V2.04,18,Keyboard/Mouse Ranked,Brazil,3305,56423,2.0370
V2.04,19,Keyboard/Mouse Ranked,Brazil,3435,56423,2.1984
V2.04,20,Keyboard/Mouse Ranked,Brazil,3609,56423,2.2273
V2.04,21,Keyboard/Mouse Ranked,Brazil,3695,56423,2.2774
V2.04,22,Keyboard/Mouse Ranked,Brazil,3931,56423,2.4229
V2.04,23,Keyboard/Mouse Ranked,Brazil,4340,56423,2.6749
V2.06,0,Crossplatform Casual,Oceania,1195,56238,0.3619
V2.06,1,Crossplatform Casual,Oceania,1462,56238,0.4427
V2.06,2,Crossplatform Casual,Oceania,1690,56238,0.5117
V2.06,3,Crossplatform Casual,Oceania,1872,56238,0.5669
V2.06,4,Crossplatform Casual,Oceania,2266,56238,0.6862
V2.06,5,Crossplatform Casual,Oceania,2720,56238,0.8236
V2.06,6,Crossplatform Casual,Oceania,3368,56238,1.0199
V2.06,7,Crossplatform Casual,Oceania,4009,56238,1.2139
V2.06,8,Crossplatform Casual,Oceania,4546,56238,1.3766
V2.06,9,Crossplatform Casual,Oceania,4603,56238,1.3938
V2.06,10,Crossplatform Casual,Oceania,4827,56238,1.4625
V2.06,11,Crossplatform Casual,Oceania,4586,56238,1.4144
V2.06,12,Crossplatform Casual,Oceania,4042,56238,1.2466
V2.06,13,Crossplatform Casual,Oceania,3323,56238,1.0249
V2.06,14,Crossplatform Casual,Oceania,2588,56238,0.7840
V2.06,15,Crossplatform Casual,Oceania,1955,56238,0.5920
V2.06,16,Crossplatform Casual,Oceania,1451,56238,0.4395
V2.06,17,Crossplatform Casual,Oceania,1071,56238,0.3243
V2.06,18,Crossplatform Casual,Oceania,834,56238,0.2526
V2.06,19,Crossplatform Casual,Oceania,721,56238,0.2183
V2.06,20,Crossplatform Casual,Oceania,648,56238,0.1962
V2.06,21,Crossplatform Casual,Oceania,724,56238,0.2193
V2.06,22,Crossplatform Casual,Oceania,789,56238,0.2389
V2.06,23,Crossplatform Casual,Oceania,948,56238,0.2871
V2.03,0,Keyboard/Mouse Ranked,North America,3520,55243,2.1695
V2.03,1,Keyboard/Mouse Ranked,North America,3825,55243,2.3576
V2.03,2,Keyboard/Mouse Ranked,North America,4062,55243,2.5036
V2.03,3,Keyboard/Mouse Ranked,North America,4089,55243,2.5203
V2.03,4,Keyboard/Mouse Ranked,North America,3695,55243,2.2774
V2.03,5,Keyboard/Mouse Ranked,North America,3071,55243,1.8928
V2.03,6,Keyboard/Mouse Ranked,North America,2431,55243,1.4984
V2.03,7,Keyboard/Mouse Ranked,North America,1776,55243,1.0946
V2.03,8,Keyboard/Mouse Ranked,North America,1193,55243,0.7354
V2.03,9,Keyboard/Mouse Ranked,North America,947,55243,0.5837
V2.03,10,Keyboard/Mouse Ranked,North America,792,55243,0.4882
V2.03,11,Keyboard/Mouse Ranked,North America,684,55243,0.4216
V2.03,12,Keyboard/Mouse Ranked,North America,706,55243,0.4519
V2.03,13,Keyboard/Mouse Ranked,North America,826,55243,0.5287
V2.03,14,Keyboard/Mouse Ranked,North America,1067,55243,0.6829
V2.03,15,Keyboard/Mouse Ranked,North America,1419,55243,0.9093
V2.03,16,Keyboard/Mouse Ranked,North America,1744,55243,1.0762
V2.03,17,Keyboard/Mouse Ranked,North America,2044,55243,1.2599
V2.03,18,Keyboard/Mouse Ranked,North America,2163,55243,1.3332
V2.03,19,Keyboard/Mouse Ranked,North America,2501,55243,1.5415
V2.03,20,Keyboard/Mouse Ranked,North America,2958,55243,1.8232
V2.03,21,Keyboard/Mouse Ranked,North America,3108,55243,1.9157
V2.03,22,Keyboard/Mouse Ranked,North America,3175,55243,1.9569
V2.03,23,Keyboard/Mouse Ranked,North America,3447,55243,2.1246
V2.03,0,PS4 Casual,Brazil,3962,54995,2.4421
V2.03,1,PS4 Casual,Brazil,3513,54995,2.1653
V2.03,2,PS4 Casual,Brazil,3075,54995,1.8953
V2.03,3,PS4 Casual,Brazil,2545,54995,1.5686
V2.03,4,PS4 Casual,Brazil,1822,54995,1.1230
V2.03,5,PS4 Casual,Brazil,1295,54995,0.7983
V2.03,6,PS4 Casual,Brazil,853,54995,0.5258
V2.03,7,PS4 Casual,Brazil,500,54995,0.3082
V2.03,8,PS4 Casual,Brazil,331,54995,0.2040
V2.03,9,PS4 Casual,Brazil,326,54995,0.2010
V2.03,10,PS4 Casual,Brazil,465,54995,0.2867
V2.03,11,PS4 Casual,Brazil,711,54995,0.4228
V2.03,12,PS4 Casual,Brazil,1152,54995,0.7101
V2.03,13,PS4 Casual,Brazil,1693,54995,1.0435
V2.03,14,PS4 Casual,Brazil,2250,54995,1.3868
V2.03,15,PS4 Casual,Brazil,2419,54995,1.4909
V2.03,16,PS4 Casual,Brazil,2567,54995,1.5823
V2.03,17,PS4 Casual,Brazil,2919,54995,1.7992
V2.03,18,PS4 Casual,Brazil,3367,54995,2.0752
V2.03,19,PS4 Casual,Brazil,3483,54995,2.1468
V2.03,20,PS4 Casual,Brazil,3574,54995,2.2028
V2.03,21,PS4 Casual,Brazil,3823,54995,2.3564
V2.03,22,PS4 Casual,Brazil,4165,54995,2.5670
V2.03,23,PS4 Casual,Brazil,4185,54995,2.5794
V2.03,0,PS4 Ranked,Europe,1516,54325,1.0091
V2.03,1,PS4 Ranked,Europe,995,54325,0.6623
V2.03,2,PS4 Ranked,Europe,560,54325,0.3728
V2.03,3,PS4 Ranked,Europe,305,54325,0.2030
V2.03,4,PS4 Ranked,Europe,178,54325,0.1185
V2.03,5,PS4 Ranked,Europe,160,54325,0.1065
V2.03,6,PS4 Ranked,Europe,231,54325,0.1538
V2.03,7,PS4 Ranked,Europe,445,54325,0.2962
V2.03,8,PS4 Ranked,Europe,867,54325,0.5771
V2.03,9,PS4 Ranked,Europe,1533,54325,1.0203
V2.03,10,PS4 Ranked,Europe,2023,54325,1.3465
V2.03,11,PS4 Ranked,Europe,2392,54325,1.4223
V2.03,12,PS4 Ranked,Europe,2805,54325,1.9446
V2.03,13,PS4 Ranked,Europe,3295,54325,2.1959
V2.03,14,PS4 Ranked,Europe,3751,54325,2.4966
V2.03,15,PS4 Ranked,Europe,3827,54325,2.5472
V2.03,16,PS4 Ranked,Europe,4042,54325,2.6903
V2.03,17,PS4 Ranked,Europe,4085,54325,2.7188
V2.03,18,PS4 Ranked,Europe,3912,54325,2.6037
V2.03,19,PS4 Ranked,Europe,3949,54325,2.6283
V2.03,20,PS4 Ranked,Europe,4197,54325,2.7934
V2.03,21,PS4 Ranked,Europe,3832,54325,2.5505
V2.03,22,PS4 Ranked,Europe,3186,54325,2.1205
V2.03,23,PS4 Ranked,Europe,2239,54325,1.4902
V2.05,0,Crossplatform Casual,Oceania,1089,52612,0.3298
V2.05,1,Crossplatform Casual,Oceania,1428,52612,0.4324
V2.05,2,Crossplatform Casual,Oceania,1663,52612,0.5036
V2.05,3,Crossplatform Casual,Oceania,1913,52612,0.5793
V2.05,4,Crossplatform Casual,Oceania,2257,52612,0.6834
V2.05,5,Crossplatform Casual,Oceania,2605,52612,0.7889
V2.05,6,Crossplatform Casual,Oceania,3031,52612,0.9178
V2.05,7,Crossplatform Casual,Oceania,3720,52612,1.1264
V2.05,8,Crossplatform Casual,Oceania,4196,52612,1.2706
V2.05,9,Crossplatform Casual,Oceania,4249,52612,1.2866
V2.05,10,Crossplatform Casual,Oceania,4344,52612,1.3154
V2.05,11,Crossplatform Casual,Oceania,4192,52612,1.2701
V2.05,12,Crossplatform Casual,Oceania,3751,52612,1.1568
V2.05,13,Crossplatform Casual,Oceania,3087,52612,0.9520
V2.05,14,Crossplatform Casual,Oceania,2387,52612,0.7230
V2.05,15,Crossplatform Casual,Oceania,1830,52612,0.5542
V2.05,16,Crossplatform Casual,Oceania,1410,52612,0.4270
V2.05,17,Crossplatform Casual,Oceania,1101,52612,0.3334
V2.05,18,Crossplatform Casual,Oceania,901,52612,0.2728
V2.05,19,Crossplatform Casual,Oceania,723,52612,0.2189
V2.05,20,Crossplatform Casual,Oceania,566,52612,0.1714
V2.05,21,Crossplatform Casual,Oceania,597,52612,0.1808
V2.05,22,Crossplatform Casual,Oceania,699,52612,0.2117
V2.05,23,Crossplatform Casual,Oceania,873,52612,0.2644
V2.04,0,Keyboard/Mouse Ranked,North America,3369,48419,2.0765
V2.04,1,Keyboard/Mouse Ranked,North America,3455,48419,2.1295
V2.04,2,Keyboard/Mouse Ranked,North America,3557,48419,2.1923
V2.04,3,Keyboard/Mouse Ranked,North America,3517,48419,2.1677
V2.04,4,Keyboard/Mouse Ranked,North America,3259,48419,2.0087
V2.04,5,Keyboard/Mouse Ranked,North America,2764,48419,1.7036
V2.04,6,Keyboard/Mouse Ranked,North America,2215,48419,1.3653
V2.04,7,Keyboard/Mouse Ranked,North America,1615,48419,0.9956
V2.04,8,Keyboard/Mouse Ranked,North America,1128,48419,0.6952
V2.04,9,Keyboard/Mouse Ranked,North America,812,48419,0.5006
V2.04,10,Keyboard/Mouse Ranked,North America,650,48419,0.4006
V2.04,11,Keyboard/Mouse Ranked,North America,549,48419,0.3388
V2.04,12,Keyboard/Mouse Ranked,North America,629,48419,0.3877
V2.04,13,Keyboard/Mouse Ranked,North America,746,48419,0.4775
V2.04,14,Keyboard/Mouse Ranked,North America,962,48419,0.6157
V2.04,15,Keyboard/Mouse Ranked,North America,1178,48419,0.7540
V2.04,16,Keyboard/Mouse Ranked,North America,1455,48419,0.8975
V2.04,17,Keyboard/Mouse Ranked,North America,1651,48419,1.0177
V2.04,18,Keyboard/Mouse Ranked,North America,1971,48419,1.2148
V2.04,19,Keyboard/Mouse Ranked,North America,2043,48419,1.3075
V2.04,20,Keyboard/Mouse Ranked,North America,2293,48419,1.4152
V2.04,21,Keyboard/Mouse Ranked,North America,2700,48419,1.6641
V2.04,22,Keyboard/Mouse Ranked,North America,2861,48419,1.7633
V2.04,23,Keyboard/Mouse Ranked,North America,3040,48419,1.8737
V2.04,0,PS4 Ranked,Europe,1326,48060,0.8173
V2.04,1,PS4 Ranked,Europe,810,48060,0.4993
V2.04,2,PS4 Ranked,Europe,479,48060,0.2953
V2.04,3,PS4 Ranked,Europe,291,48060,0.1794
V2.04,4,PS4 Ranked,Europe,182,48060,0.1122
V2.04,5,PS4 Ranked,Europe,147,48060,0.0906
V2.04,6,PS4 Ranked,Europe,209,48060,0.1289
V2.04,7,PS4 Ranked,Europe,375,48060,0.2312
V2.04,8,PS4 Ranked,Europe,744,48060,0.4586
V2.04,9,PS4 Ranked,Europe,1231,48060,0.7588
V2.04,10,PS4 Ranked,Europe,1650,48060,1.0170
V2.04,11,PS4 Ranked,Europe,1935,48060,1.1941
V2.04,12,PS4 Ranked,Europe,2379,48060,1.4663
V2.04,13,PS4 Ranked,Europe,2792,48060,1.7870
V2.04,14,PS4 Ranked,Europe,3270,48060,2.0928
V2.04,15,PS4 Ranked,Europe,3518,48060,2.2516
V2.04,16,PS4 Ranked,Europe,3858,48060,2.3796
V2.04,17,PS4 Ranked,Europe,3872,48060,2.3865
V2.04,18,PS4 Ranked,Europe,3750,48060,2.3113
V2.04,19,PS4 Ranked,Europe,3479,48060,2.2267
V2.04,20,PS4 Ranked,Europe,3592,48060,2.2169
V2.04,21,PS4 Ranked,Europe,3402,48060,2.0968
V2.04,22,PS4 Ranked,Europe,2762,48060,1.7023
V2.04,23,PS4 Ranked,Europe,2007,48060,1.2370
V2.03,0,Controller Ranked,North America,2956,43629,1.8219
V2.03,1,Controller Ranked,North America,3173,43629,1.9556
V2.03,2,Controller Ranked,North America,3242,43629,1.9982
V2.03,3,Controller Ranked,North America,3122,43629,1.9243
V2.03,4,Controller Ranked,North America,2786,43629,1.7171
V2.03,5,Controller Ranked,North America,2293,43629,1.4133
V2.03,6,Controller Ranked,North America,1739,43629,1.0718
V2.03,7,Controller Ranked,North America,1238,43629,0.7630
V2.03,8,Controller Ranked,North America,842,43629,0.5190
V2.03,9,Controller Ranked,North America,646,43629,0.3982
V2.03,10,Controller Ranked,North America,550,43629,0.3390
V2.03,11,Controller Ranked,North America,496,43629,0.3057
V2.03,12,Controller Ranked,North America,556,43629,0.3559
V2.03,13,Controller Ranked,North America,742,43629,0.4750
V2.03,14,Controller Ranked,North America,911,43629,0.5831
V2.03,15,Controller Ranked,North America,1152,43629,0.7382
V2.03,16,Controller Ranked,North America,1364,43629,0.8418
V2.03,17,Controller Ranked,North America,1676,43629,1.0330
V2.03,18,Controller Ranked,North America,1722,43629,1.0614
V2.03,19,Controller Ranked,North America,2025,43629,1.2481
V2.03,20,Controller Ranked,North America,2384,43629,1.4694
V2.03,21,Controller Ranked,North America,2488,43629,1.5335
V2.03,22,Controller Ranked,North America,2625,43629,1.6179
V2.03,23,Controller Ranked,North America,2901,43629,1.7881
V2.03,0,Keyboard/Mouse Ranked,Latin America North,3114,42667,1.9193
V2.03,1,Keyboard/Mouse Ranked,Latin America North,3292,42667,2.0290
V2.03,2,Keyboard/Mouse Ranked,Latin America North,3618,42667,2.2299
V2.03,3,Keyboard/Mouse Ranked,Latin America North,3647,42667,2.2479
V2.03,4,Keyboard/Mouse Ranked,Latin America North,3256,42667,2.0068
V2.03,5,Keyboard/Mouse Ranked,Latin America North,2583,42667,1.5920
V2.03,6,Keyboard/Mouse Ranked,Latin America North,1718,42667,1.0589
V2.03,7,Keyboard/Mouse Ranked,Latin America North,979,42667,0.6034
V2.03,8,Keyboard/Mouse Ranked,Latin America North,483,42667,0.2977
V2.03,9,Keyboard/Mouse Ranked,Latin America North,181,42667,0.1117
V2.03,10,Keyboard/Mouse Ranked,Latin America North,44,42667,0.0318
V2.03,11,Keyboard/Mouse Ranked,Latin America North,8,42667,0.0067
V2.03,12,Keyboard/Mouse Ranked,Latin America North,4,42667,0.0044
V2.03,13,Keyboard/Mouse Ranked,Latin America North,74,42667,0.0474
V2.03,14,Keyboard/Mouse Ranked,Latin America North,376,42667,0.2407
V2.03,15,Keyboard/Mouse Ranked,Latin America North,900,42667,0.5768
V2.03,16,Keyboard/Mouse Ranked,Latin America North,1400,42667,0.8640
V2.03,17,Keyboard/Mouse Ranked,Latin America North,1701,42667,1.0484
V2.03,18,Keyboard/Mouse Ranked,Latin America North,1755,42667,1.0818
V2.03,19,Keyboard/Mouse Ranked,Latin America North,2023,42667,1.2469
V2.03,20,Keyboard/Mouse Ranked,Latin America North,2500,42667,1.5409
V2.03,21,Keyboard/Mouse Ranked,Latin America North,2853,42667,1.7585
V2.03,22,Keyboard/Mouse Ranked,Latin America North,2950,42667,1.8183
V2.03,23,Keyboard/Mouse Ranked,Latin America North,3208,42667,1.9772
V2.05,0,Keyboard/Mouse Ranked,Southeast Asia,210,42074,0.0636
V2.05,1,Keyboard/Mouse Ranked,Southeast Asia,306,42074,0.0927
V2.05,2,Keyboard/Mouse Ranked,Southeast Asia,553,42074,0.1675
V2.05,3,Keyboard/Mouse Ranked,Southeast Asia,866,42074,0.2623
V2.05,4,Keyboard/Mouse Ranked,Southeast Asia,1165,42074,0.3528
V2.05,5,Keyboard/Mouse Ranked,Southeast Asia,1488,42074,0.4506
V2.05,6,Keyboard/Mouse Ranked,Southeast Asia,1946,42074,0.5893
V2.05,7,Keyboard/Mouse Ranked,Southeast Asia,2264,42074,0.6855
V2.05,8,Keyboard/Mouse Ranked,Southeast Asia,2520,42074,0.7632
V2.05,9,Keyboard/Mouse Ranked,Southeast Asia,2620,42074,0.7934
V2.05,10,Keyboard/Mouse Ranked,Southeast Asia,2572,42074,0.7788
V2.05,11,Keyboard/Mouse Ranked,Southeast Asia,2538,42074,0.7690
V2.05,12,Keyboard/Mouse Ranked,Southeast Asia,2624,42074,0.8093
V2.05,13,Keyboard/Mouse Ranked,Southeast Asia,2871,42074,0.8855
V2.05,14,Keyboard/Mouse Ranked,Southeast Asia,3138,42074,0.9678
V2.05,15,Keyboard/Mouse Ranked,Southeast Asia,3125,42074,0.9465
V2.05,16,Keyboard/Mouse Ranked,Southeast Asia,2714,42074,0.8218
V2.05,17,Keyboard/Mouse Ranked,Southeast Asia,2329,42074,0.7052
V2.05,18,Keyboard/Mouse Ranked,Southeast Asia,2024,42074,0.6129
V2.05,19,Keyboard/Mouse Ranked,Southeast Asia,1660,42074,0.5027
V2.05,20,Keyboard/Mouse Ranked,Southeast Asia,1242,42074,0.3761
V2.05,21,Keyboard/Mouse Ranked,Southeast Asia,710,42074,0.2150
V2.05,22,Keyboard/Mouse Ranked,Southeast Asia,363,42074,0.1099
V2.05,23,Keyboard/Mouse Ranked,Southeast Asia,226,42074,0.0685
V2.04,0,PS4 Ranked,North America,2949,41503,1.8177
V2.04,1,PS4 Ranked,North America,2928,41503,1.8047
V2.04,2,PS4 Ranked,North America,2864,41503,1.7652
V2.04,3,PS4 Ranked,North America,2788,41503,1.7184
V2.04,4,PS4 Ranked,North America,2525,41503,1.5563
V2.04,5,PS4 Ranked,North America,2167,41503,1.3357
V2.04,6,PS4 Ranked,North America,1721,41503,1.0607
V2.04,7,PS4 Ranked,North America,1229,41503,0.7575
V2.04,8,PS4 Ranked,North America,874,41503,0.5387
V2.04,9,PS4 Ranked,North America,644,41503,0.3969
V2.04,10,PS4 Ranked,North America,484,41503,0.2984
V2.04,11,PS4 Ranked,North America,433,41503,0.2673
