Champion,Advantage|% Advantage,Percentile,Count|Number of Players,Smoothed Count|Number of Players,Normalized Count|Normalized Number of Players,Smoothed Normalized Count|Normalized Number of Players,countatadvantage
Sha Lin,0.175,0.81212,569,588.886, 2.2547e-02, 2.3336e-02,57137
Sha Lin,0.200,0.84593,536,532.329, 2.1239e-02, 2.1095e-02,50898
Sha Lin,0.225,0.87605,475,465.253, 1.8822e-02, 1.8437e-02,43913
Sha Lin,0.250,0.90204,377,380.259, 1.4939e-02, 1.5068e-02,37846
Sha Lin,0.275,0.92444,279,299.892, 1.1056e-02, 1.1884e-02,32110
Sha Lin,0.300,0.94344,275,271.013, 1.0897e-02, 1.0739e-02,26446
Sha Lin,0.325,0.95909,244,232.405, 9.6687e-03, 9.2095e-03,20875
Sha Lin,0.350,0.97145,155,165.399, 6.1420e-03, 6.5542e-03,15903
Sha Lin,0.375,0.98086,129,128.791, 5.1117e-03, 5.1036e-03,11884
Sha Lin,0.400,0.98789,79,86.063, 3.1304e-03, 3.4104e-03,8085
Sha Lin,0.425,0.99268,62,63.981, 2.4568e-03, 2.5354e-03,5329
Sha Lin,0.450,0.99583,46,45.842, 1.8228e-03, 1.8166e-03,3259
Sha Lin,0.475,0.99776,26,28.228, 1.0303e-03, 1.1186e-03,1891
Sha Lin,0.500,0.99888,14,16.418, 5.5476e-04, 6.5058e-04,938
Sha Lin,0.525,0.99943,10,10.557, 3.9626e-04, 4.1834e-04,528
Sha Lin,0.550,0.99975,11,12.639, 4.3589e-04, 5.0085e-04,243
Lian,-0.475,0.00020,25,30.152, 6.6350e-04, 8.0024e-04,271
Lian,-0.450,0.00036,29,32.854, 7.6966e-04, 8.7196e-04,580
Lian,-0.425,0.00070,46,58.684, 1.2208e-03, 1.5575e-03,1141
Lian,-0.400,0.00137,103,116.025, 2.7336e-03, 3.0793e-03,2264
Lian,-0.375,0.00271,200,207.620, 5.3080e-03, 5.5103e-03,4127
Lian,-0.350,0.00516,301,318.696, 7.9885e-03, 8.4583e-03,7011
Lian,-0.325,0.00931,456,472.671, 1.2102e-02, 1.2545e-02,11155
Lian,-0.300,0.01591,679,675.196, 1.8021e-02, 1.7920e-02,16516
Lian,-0.275,0.02568,832,862.589, 2.2081e-02, 2.2893e-02,23856
Lian,-0.250,0.03980,1123,1130.652, 2.9804e-02, 3.0008e-02,32221
Lian,-0.225,0.05887,1429,1412.943, 3.7926e-02, 3.7500e-02,41799
Lian,-0.200,0.08361,1668,1656.038, 4.4269e-02, 4.3952e-02,52324
Lian,-0.175,0.11457,1891,1870.658, 5.0187e-02, 4.9648e-02,62664
Lian,-0.150,0.15166,2062,2033.665, 5.4725e-02, 5.3974e-02,73334
Lian,-0.125,0.19506,2142,2128.741, 5.6849e-02, 5.6497e-02,82203
Lian,-0.100,0.24371,2173,2180.146, 5.7671e-02, 5.7862e-02,88659
Lian,-0.075,0.29618,2302,2252.892, 6.1095e-02, 5.9792e-02,94456
Lian,-0.050,0.35208,2229,2200.696, 5.9158e-02, 5.8407e-02,97945
Lian,-0.025,0.41004,2064,2080.747, 5.4779e-02, 5.5223e-02,98864
Lian,0.000,0.46855,2007,2000.462, 5.3266e-02, 5.3093e-02,97205
Lian,0.025,0.52608,1908,1891.918, 5.0638e-02, 5.0212e-02,94342
Lian,0.050,0.58191,1785,1756.481, 4.7374e-02, 4.6617e-02,89831
Lian,0.075,0.63508,1519,1542.658, 4.0314e-02, 4.0942e-02,84775
Lian,0.100,0.68525,1390,1394.127, 3.6891e-02, 3.7000e-02,78203
Lian,0.125,0.73153,1244,1242.899, 3.3016e-02, 3.2987e-02,71645
Lian,0.150,0.77393,1117,1101.241, 2.9645e-02, 2.9227e-02,64521
Lian,0.175,0.81212,888,912.266, 2.3568e-02, 2.4212e-02,57137
Lian,0.200,0.84593,797,795.095, 2.1152e-02, 2.1102e-02,50898
Lian,0.225,0.87605,641,658.684, 1.7012e-02, 1.7482e-02,43913
Lian,0.250,0.90204,588,578.032, 1.5606e-02, 1.5341e-02,37846
Lian,0.275,0.92444,461,467.329, 1.2235e-02, 1.2403e-02,32110
Lian,0.300,0.94344,363,375.215, 9.6340e-03, 9.9583e-03,26446
Lian,0.325,0.95909,321,315.608, 8.5193e-03, 8.3763e-03,20875
Lian,0.350,0.97145,225,237.228, 5.9715e-03, 6.2961e-03,15903
Lian,0.375,0.98086,199,196.684, 5.2815e-03, 5.2200e-03,11884
Lian,0.400,0.98789,138,144.722, 3.6625e-03, 3.8409e-03,8085
Lian,0.425,0.99268,113,113.835, 2.9990e-03, 3.0212e-03,5329
Lian,0.450,0.99583,81,82.835, 2.1497e-03, 2.1985e-03,3259
Lian,0.475,0.99776,57,58.228, 1.5128e-03, 1.5454e-03,1891
Lian,0.500,0.99888,33,36.146, 8.7582e-04, 9.5931e-04,938
Lian,0.525,0.99943,21,22.671, 5.5734e-04, 6.0169e-04,528
Lian,0.550,0.99975,29,32.658, 7.6966e-04, 8.6676e-04,243
Kinessa,-0.475,0.00020,79,83.487, 6.7487e-03, 7.1335e-03,271
Kinessa,-0.450,0.00036,43,50.222, 3.6733e-03, 4.2911e-03,580
Kinessa,-0.425,0.00070,86,87.158, 7.3467e-03, 7.4471e-03,1141
Kinessa,-0.400,0.00137,122,127.576, 1.0422e-02, 1.0901e-02,2264
Kinessa,-0.375,0.00271,168,181.658, 1.4352e-02, 1.5522e-02,4127
Kinessa,-0.350,0.00516,267,269.943, 2.2809e-02, 2.3065e-02,7011
Kinessa,-0.325,0.00931,367,364.443, 3.1351e-02, 3.1139e-02,11155
Kinessa,-0.300,0.01591,455,452.222, 3.8869e-02, 3.8639e-02,16516
Kinessa,-0.275,0.02568,549,536.892, 4.6899e-02, 4.5874e-02,23856
Kinessa,-0.250,0.03980,584,587.968, 4.9889e-02, 5.0238e-02,32221
Kinessa,-0.225,0.05887,655,651.722, 5.5954e-02, 5.5685e-02,41799
Kinessa,-0.200,0.08361,706,699.715, 6.0311e-02, 5.9786e-02,52324
Kinessa,-0.175,0.11457,764,737.266, 6.5266e-02, 6.2995e-02,62664
Kinessa,-0.150,0.15166,713,709.032, 6.0909e-02, 6.0582e-02,73334
Kinessa,-0.125,0.19506,650,669.158, 5.5527e-02, 5.7175e-02,82203
Kinessa,-0.100,0.24371,684,674.487, 5.8432e-02, 5.7631e-02,88659
Kinessa,-0.075,0.29618,672,653.253, 5.7406e-02, 5.5816e-02,94456
Kinessa,-0.050,0.35208,593,588.620, 5.0658e-02, 5.0294e-02,97945
Kinessa,-0.025,0.41004,517,516.899, 4.4165e-02, 4.4166e-02,98864
Kinessa,0.000,0.46855,425,438.880, 3.6306e-02, 3.7499e-02,97205
Kinessa,0.025,0.52608,400,397.171, 3.4171e-02, 3.3936e-02,94342
Kinessa,0.050,0.58191,350,346.101, 2.9899e-02, 2.9572e-02,89831
Kinessa,0.075,0.63508,287,289.241, 2.4517e-02, 2.4714e-02,84775
Kinessa,0.100,0.68525,228,237.190, 1.9477e-02, 2.0266e-02,78203
Kinessa,0.125,0.73153,203,206.487, 1.7342e-02, 1.7643e-02,71645
Kinessa,0.150,0.77393,191,185.127, 1.6316e-02, 1.5818e-02,64521
Kinessa,0.175,0.81212,148,149.804, 1.2643e-02, 1.2800e-02,57137
Kinessa,0.200,0.84593,115,120.962, 9.8240e-03, 1.0335e-02,50898
Kinessa,0.225,0.87605,99,104.804, 8.4572e-03, 8.9548e-03,43913
Kinessa,0.250,0.90204,105,102.797, 8.9698e-03, 8.7834e-03,37846
Kinessa,0.275,0.92444,101,96.253, 8.6281e-03, 8.2242e-03,32110
Kinessa,0.300,0.94344,76,78.165, 6.4924e-03, 6.6787e-03,26446
Kinessa,0.325,0.95909,66,66.487, 5.6381e-03, 5.6809e-03,20875
Kinessa,0.350,0.97145,53,54.342, 4.5276e-03, 4.6432e-03,15903
Kinessa,0.375,0.98086,47,46.437, 4.0150e-03, 3.9677e-03,11884
Kinessa,0.400,0.98789,36,36.703, 3.0753e-03, 3.1360e-03,8085
Kinessa,0.425,0.99268,29,29.418, 2.4774e-03, 2.5136e-03,5329
Kinessa,0.450,0.99583,21,22.354, 1.7940e-03, 1.9100e-03,3259
Kinessa,0.475,0.99776,21,19.538, 1.7940e-03, 1.6694e-03,1891
Kinessa,0.500,0.99888,11,12.380, 9.3969e-04, 1.0578e-03,938
Kinessa,0.525,0.99943,9,9.323, 7.6884e-04, 7.9657e-04,528
Kinessa,0.550,0.99975,11,11.956, 9.3969e-04, 1.0215e-03,243
Imani,-0.475,0.00020,0,0.437, 0.0000e+00, 1.0592e-04,271
Imani,-0.450,0.00036,2,1.538, 4.8508e-04, 3.7302e-04,580
Imani,-0.425,0.00070,1,1.570, 2.4254e-04, 3.8070e-04,1141
Imani,-0.400,0.00137,2,3.095, 4.8508e-04, 7.5065e-04,2264
Imani,-0.375,0.00271,7,7.342, 1.6978e-03, 1.7807e-03,4127
Imani,-0.350,0.00516,12,12.778, 2.9105e-03, 3.0993e-03,7011
Imani,-0.325,0.00931,17,19.962, 4.1232e-03, 4.8416e-03,11155
Imani,-0.300,0.01591,34,35.190, 8.2464e-03, 8.5350e-03,16516
Imani,-0.275,0.02568,50,52.880, 1.2127e-02, 1.2826e-02,23856
Imani,-0.250,0.03980,76,77.854, 1.8433e-02, 1.8883e-02,32221
Imani,-0.225,0.05887,109,107.222, 2.6437e-02, 2.6006e-02,41799
Imani,-0.200,0.08361,135,132.658, 3.2743e-02, 3.2175e-02,52324
Imani,-0.175,0.11457,152,153.272, 3.6866e-02, 3.7175e-02,62664
Imani,-0.150,0.15166,171,175.778, 4.1475e-02, 4.2634e-02,73334
Imani,-0.125,0.19506,214,210.918, 5.1904e-02, 5.1156e-02,82203
Imani,-0.100,0.24371,237,236.082, 5.7482e-02, 5.7260e-02,88659
Imani,-0.075,0.29618,268,261.570, 6.5001e-02, 6.3442e-02,94456
Imani,-0.050,0.35208,270,268.152, 6.5486e-02, 6.5038e-02,97945
Imani,-0.025,0.41004,281,272.316, 6.8154e-02, 6.6048e-02,98864
Imani,0.000,0.46855,257,254.620, 6.2333e-02, 6.1756e-02,97205
Imani,0.025,0.52608,222,229.873, 5.3844e-02, 5.5754e-02,94342
Imani,0.050,0.58191,229,225.753, 5.5542e-02, 5.4755e-02,89831
Imani,0.075,0.63508,210,210.228, 5.0934e-02, 5.0989e-02,84775
Imani,0.100,0.68525,202,198.335, 4.8993e-02, 4.8105e-02,78203
Imani,0.125,0.73153,176,175.582, 4.2687e-02, 4.2586e-02,71645
Imani,0.150,0.77393,155,153.620, 3.7594e-02, 3.7259e-02,64521
Imani,0.175,0.81212,123,126.652, 2.9833e-02, 3.0718e-02,57137
Imani,0.200,0.84593,109,109.329, 2.6437e-02, 2.6517e-02,50898
Imani,0.225,0.87605,94,92.886, 2.2799e-02, 2.2529e-02,43913
Imani,0.250,0.90204,69,72.937, 1.6735e-02, 1.7690e-02,37846
Imani,0.275,0.92444,66,64.222, 1.6008e-02, 1.5576e-02,32110
Imani,0.300,0.94344,49,49.772, 1.1885e-02, 1.2072e-02,26446
Imani,0.325,0.95909,37,38.158, 8.9740e-03, 9.2550e-03,20875
Imani,0.350,0.97145,30,29.323, 7.2763e-03, 7.1120e-03,15903
Imani,0.375,0.98086,18,18.994, 4.3658e-03, 4.6068e-03,11884
Imani,0.400,0.98789,8,10.930, 1.9403e-03, 2.6511e-03,8085
Imani,0.425,0.99268,11,10.399, 2.6680e-03, 2.5221e-03,5329
Imani,0.450,0.99583,8,7.797, 1.9403e-03, 1.8912e-03,3259
Imani,0.475,0.99776,6,5.658, 1.4553e-03, 1.3724e-03,1891
Imani,0.500,0.99888,1,2.228, 2.4254e-04, 5.4035e-04,938
Imani,0.525,0.99943,2,2.051, 4.8508e-04, 4.9736e-04,528
Imani,0.550,0.99975,3,3.038, 7.2763e-04, 7.3684e-04,243
Drogoz,-0.475,0.00020,6,8.323, 1.2361e-04, 1.7146e-04,271
Drogoz,-0.450,0.00036,10,11.203, 2.0601e-04, 2.3079e-04,580
Drogoz,-0.425,0.00070,17,21.076, 3.5022e-04, 4.3419e-04,1141
Drogoz,-0.400,0.00137,38,43.880, 7.8284e-04, 9.0398e-04,2264
Drogoz,-0.375,0.00271,62,78.532, 1.2773e-03, 1.6178e-03,4127
Drogoz,-0.350,0.00516,155,158.361, 3.1932e-03, 3.2624e-03,7011
Drogoz,-0.325,0.00931,231,244.582, 4.7589e-03, 5.0387e-03,11155
Drogoz,-0.300,0.01591,354,370.139, 7.2928e-03, 7.6253e-03,16516
Drogoz,-0.275,0.02568,508,527.601, 1.0465e-02, 1.0869e-02,23856
Drogoz,-0.250,0.03980,766,747.892, 1.5780e-02, 1.5407e-02,32221
Drogoz,-0.225,0.05887,872,910.120, 1.7964e-02, 1.8750e-02,41799
Drogoz,-0.200,0.08361,1182,1178.962, 2.4351e-02, 2.4288e-02,52324
Drogoz,-0.175,0.11457,1448,1434.259, 2.9830e-02, 2.9547e-02,62664
Drogoz,-0.150,0.15166,1637,1653.551, 3.3724e-02, 3.4065e-02,73334
Drogoz,-0.125,0.19506,1944,1919.253, 4.0049e-02, 3.9539e-02,82203
Drogoz,-0.100,0.24371,2139,2113.614, 4.4066e-02, 4.3543e-02,88659
Drogoz,-0.075,0.29618,2281,2260.253, 4.6991e-02, 4.6564e-02,94456
Drogoz,-0.050,0.35208,2308,2336.297, 4.7547e-02, 4.8131e-02,97945
Drogoz,-0.025,0.41004,2543,2491.481, 5.2389e-02, 5.1328e-02,98864
Drogoz,0.000,0.46855,2547,2512.981, 5.2471e-02, 5.1770e-02,97205
Drogoz,0.025,0.52608,2423,2451.019, 4.9917e-02, 5.0494e-02,94342
Drogoz,0.050,0.58191,2483,2462.057, 5.1153e-02, 5.0721e-02,89831
Drogoz,0.075,0.63508,2422,2406.658, 4.9896e-02, 4.9580e-02,84775
Drogoz,0.100,0.68525,2333,2320.184, 4.8062e-02, 4.7799e-02,78203
Drogoz,0.125,0.73153,2222,2205.867, 4.5776e-02, 4.5444e-02,71645
Drogoz,0.150,0.77393,2025,2047.696, 4.1717e-02, 4.2185e-02,64521
Drogoz,0.175,0.81212,1922,1936.051, 3.9595e-02, 3.9885e-02,57137
Drogoz,0.200,0.84593,1932,1873.095, 3.9801e-02, 3.8588e-02,50898
Drogoz,0.225,0.87605,1614,1645.506, 3.3250e-02, 3.3899e-02,43913
Drogoz,0.250,0.90204,1535,1522.949, 3.1623e-02, 3.1375e-02,37846
Drogoz,0.275,0.92444,1327,1343.633, 2.7338e-02, 2.7680e-02,32110
Drogoz,0.300,0.94344,1233,1219.747, 2.5401e-02, 2.5128e-02,26446
Drogoz,0.325,0.95909,1064,1055.481, 2.1920e-02, 2.1744e-02,20875
Drogoz,0.350,0.97145,878,877.165, 1.8088e-02, 1.8071e-02,15903
Drogoz,0.375,0.98086,682,692.823, 1.4050e-02, 1.4273e-02,11884
Drogoz,0.400,0.98789,539,537.804, 1.1104e-02, 1.1079e-02,8085
Drogoz,0.425,0.99268,369,378.000, 7.6018e-03, 7.7873e-03,5329
Drogoz,0.450,0.99583,229,243.677, 4.7177e-03, 5.0200e-03,3259
Drogoz,0.475,0.99776,133,145.658, 2.7400e-03, 3.0007e-03,1891
Drogoz,0.500,0.99888,66,78.095, 1.3597e-03, 1.6089e-03,938
Drogoz,0.525,0.99943,39,43.127, 8.0344e-04, 8.8846e-04,528
Drogoz,0.550,0.99975,23,32.165, 4.7383e-04, 6.6263e-04,243
Dredge,-0.475,0.00020,1,1.234, 1.4865e-04, 1.8347e-04,271
Dredge,-0.450,0.00036,1,1.734, 1.4865e-04, 2.5779e-04,580
Dredge,-0.425,0.00070,3,4.177, 4.4596e-04, 6.2096e-04,1141
Dredge,-0.400,0.00137,10,9.734, 1.4865e-03, 1.4470e-03,2264
Dredge,-0.375,0.00271,14,14.646, 2.0812e-03, 2.1771e-03,4127
Dredge,-0.350,0.00516,20,22.228, 2.9731e-03, 3.3043e-03,7011
Dredge,-0.325,0.00931,29,35.380, 4.3110e-03, 5.2594e-03,11155
Dredge,-0.300,0.01591,57,62.582, 8.4733e-03, 9.3031e-03,16516
Dredge,-0.275,0.02568,113,106.614, 1.6798e-02, 1.5849e-02,23856
Dredge,-0.250,0.03980,124,131.589, 1.8433e-02, 1.9561e-02,32221
Dredge,-0.225,0.05887,182,180.057, 2.7055e-02, 2.6766e-02,41799
Dredge,-0.200,0.08361,217,219.532, 3.2258e-02, 3.2634e-02,52324
Dredge,-0.175,0.11457,270,268.899, 4.0137e-02, 3.9973e-02,62664
Dredge,-0.150,0.15166,308,311.165, 4.5786e-02, 4.6256e-02,73334
Dredge,-0.125,0.19506,377,364.310, 5.6043e-02, 5.4156e-02,82203
Dredge,-0.100,0.24371,390,385.684, 5.7975e-02, 5.7334e-02,88659
Dredge,-0.075,0.29618,386,395.880, 5.7381e-02, 5.8849e-02,94456
Dredge,-0.050,0.35208,436,430.272, 6.4813e-02, 6.3962e-02,97945
Dredge,-0.025,0.41004,456,445.481, 6.7787e-02, 6.6223e-02,98864
Dredge,0.000,0.46855,457,439.329, 6.7935e-02, 6.5308e-02,97205
Dredge,0.025,0.52608,390,388.873, 5.7975e-02, 5.7808e-02,94342
Dredge,0.050,0.58191,328,336.829, 4.8759e-02, 5.0071e-02,89831
Dredge,0.075,0.63508,296,303.278, 4.4002e-02, 4.5084e-02,84775
Dredge,0.100,0.68525,290,287.728, 4.3110e-02, 4.2772e-02,78203
Dredge,0.125,0.73153,267,266.367, 3.9691e-02, 3.9597e-02,71645
Dredge,0.150,0.77393,245,244.019, 3.6420e-02, 3.6275e-02,64521
Dredge,0.175,0.81212,227,221.253, 3.3745e-02, 3.2890e-02,57137
Dredge,0.200,0.84593,174,180.563, 2.5866e-02, 2.6842e-02,50898
Dredge,0.225,0.87605,167,160.665, 2.4825e-02, 2.3884e-02,43913
Dredge,0.250,0.90204,116,120.797, 1.7244e-02, 1.7957e-02,37846
Dredge,0.275,0.92444,94,96.728, 1.3974e-02, 1.4379e-02,32110
Dredge,0.300,0.94344,72,75.918, 1.0703e-02, 1.1286e-02,26446
Dredge,0.325,0.95909,71,67.456, 1.0554e-02, 1.0028e-02,20875
Dredge,0.350,0.97145,45,48.380, 6.6895e-03, 7.1919e-03,15903
Dredge,0.375,0.98086,40,39.595, 5.9462e-03, 5.8860e-03,11884
Dredge,0.400,0.98789,30,28.772, 4.4596e-03, 4.2771e-03,8085
Dredge,0.425,0.99268,14,15.639, 2.0812e-03, 2.3248e-03,5329
Dredge,0.450,0.99583,4,6.563, 5.9462e-04, 9.7566e-04,3259
Dredge,0.475,0.99776,3,3.608, 4.4596e-04, 5.3629e-04,1891
Dredge,0.500,0.99888,2,2.063, 2.9731e-04, 3.0672e-04,938
Dredge,0.525,0.99943,1,1.063, 1.4865e-04, 1.5806e-04,528
Dredge,0.550,0.99975,0,0.316, 0.0000e+00, 4.7043e-05,243
Cassie,-0.475,0.00020,34,39.924, 1.0044e-03, 1.1794e-03,271
Cassie,-0.450,0.00036,32,35.646, 9.4532e-04, 1.0530e-03,580
Cassie,-0.425,0.00070,54,62.430, 1.5952e-03, 1.8443e-03,1141
Cassie,-0.400,0.00137,100,110.146, 2.9541e-03, 3.2539e-03,2264
Cassie,-0.375,0.00271,180,184.557, 5.3174e-03, 5.4521e-03,4127
Cassie,-0.350,0.00516,261,272.101, 7.7103e-03, 8.0383e-03,7011
Cassie,-0.325,0.00931,365,385.063, 1.0783e-02, 1.1375e-02,11155
Cassie,-0.300,0.01591,556,554.614, 1.6425e-02, 1.6384e-02,16516
Cassie,-0.275,0.02568,690,712.456, 2.0383e-02, 2.1047e-02,23856
Cassie,-0.250,0.03980,940,934.525, 2.7769e-02, 2.7607e-02,32221
Cassie,-0.225,0.05887,1141,1136.272, 3.3707e-02, 3.3567e-02,41799
Cassie,-0.200,0.08361,1339,1332.481, 3.9556e-02, 3.9364e-02,52324
Cassie,-0.175,0.11457,1510,1508.139, 4.4607e-02, 4.4553e-02,62664
Cassie,-0.150,0.15166,1695,1675.101, 5.0072e-02, 4.9485e-02,73334
Cassie,-0.125,0.19506,1842,1799.437, 5.4415e-02, 5.3158e-02,82203
Cassie,-0.100,0.24371,1802,1811.842, 5.3233e-02, 5.3525e-02,88659
Cassie,-0.075,0.29618,1857,1852.101, 5.4858e-02, 5.4714e-02,94456
Cassie,-0.050,0.35208,1896,1869.639, 5.6010e-02, 5.5232e-02,97945
Cassie,-0.025,0.41004,1853,1826.848, 5.4740e-02, 5.3968e-02,98864
Cassie,0.000,0.46855,1717,1720.709, 5.0722e-02, 5.0833e-02,97205
Cassie,0.025,0.52608,1609,1622.139, 4.7532e-02, 4.7921e-02,94342
Cassie,0.050,0.58191,1552,1550.589, 4.5848e-02, 4.5807e-02,89831
Cassie,0.075,0.63508,1491,1475.772, 4.4046e-02, 4.3597e-02,84775
Cassie,0.100,0.68525,1370,1363.361, 4.0471e-02, 4.0276e-02,78203
Cassie,0.125,0.73153,1244,1237.766, 3.6749e-02, 3.6566e-02,71645
Cassie,0.150,0.77393,1091,1093.051, 3.2229e-02, 3.2290e-02,64521
Cassie,0.175,0.81212,958,956.430, 2.8300e-02, 2.8254e-02,57137
Cassie,0.200,0.84593,803,814.241, 2.3722e-02, 2.4054e-02,50898
Cassie,0.225,0.87605,687,700.361, 2.0295e-02, 2.0690e-02,43913
Cassie,0.250,0.90204,618,620.601, 1.8256e-02, 1.8334e-02,37846
Cassie,0.275,0.92444,534,541.500, 1.5775e-02, 1.5997e-02,32110
Cassie,0.300,0.94344,510,490.709, 1.5066e-02, 1.4496e-02,26446
Cassie,0.325,0.95909,373,385.032, 1.1019e-02, 1.1374e-02,20875
Cassie,0.350,0.97145,314,316.310, 9.2759e-03, 9.3443e-03,15903
Cassie,0.375,0.98086,249,249.070, 7.3558e-03, 7.3579e-03,11884
Cassie,0.400,0.98789,173,182.690, 5.1106e-03, 5.3970e-03,8085
Cassie,0.425,0.99268,139,141.525, 4.1062e-03, 4.1809e-03,5329
Cassie,0.450,0.99583,107,106.114, 3.1609e-03, 3.1348e-03,3259
Cassie,0.475,0.99776,64,69.222, 1.8906e-03, 2.0449e-03,1891
Cassie,0.500,0.99888,43,46.335, 1.2703e-03, 1.3688e-03,938
Cassie,0.525,0.99943,29,30.570, 8.5670e-04, 9.0308e-04,528
Cassie,0.550,0.99975,29,33.146, 8.5670e-04, 9.7917e-04,243
Bomb King,-0.475,0.00020,10,11.196, 2.0418e-04, 2.2860e-04,271
Bomb King,-0.450,0.00036,9,9.911, 1.8376e-04, 2.0237e-04,580
Bomb King,-0.425,0.00070,11,16.557, 2.2460e-04, 3.3806e-04,1141
Bomb King,-0.400,0.00137,32,38.456, 6.5337e-04, 7.8518e-04,2264
Bomb King,-0.375,0.00271,65,75.753, 1.3272e-03, 1.5467e-03,4127
Bomb King,-0.350,0.00516,133,142.354, 2.7156e-03, 2.9066e-03,7011
Bomb King,-0.325,0.00931,215,231.139, 4.3898e-03, 4.7194e-03,11155
Bomb King,-0.300,0.01591,352,362.677, 7.1870e-03, 7.4051e-03,16516
Bomb King,-0.275,0.02568,509,521.367, 1.0393e-02, 1.0645e-02,23856
Bomb King,-0.250,0.03980,696,714.076, 1.4211e-02, 1.4580e-02,32221
Bomb King,-0.225,0.05887,926,946.051, 1.8907e-02, 1.9316e-02,41799
Bomb King,-0.200,0.08361,1255,1238.057, 2.5624e-02, 2.5278e-02,52324
Bomb King,-0.175,0.11457,1453,1473.373, 2.9667e-02, 3.0083e-02,62664
Bomb King,-0.150,0.15166,1808,1775.684, 3.6915e-02, 3.6256e-02,73334
Bomb King,-0.125,0.19506,1992,1984.348, 4.0672e-02, 4.0516e-02,82203
Bomb King,-0.100,0.24371,2193,2188.665, 4.4776e-02, 4.4688e-02,88659
Bomb King,-0.075,0.29618,2348,2361.576, 4.7941e-02, 4.8218e-02,94456
Bomb King,-0.050,0.35208,2644,2582.918, 5.3985e-02, 5.2738e-02,97945
Bomb King,-0.025,0.41004,2640,2631.032, 5.3903e-02, 5.3720e-02,98864
Bomb King,0.000,0.46855,2725,2679.627, 5.5638e-02, 5.4712e-02,97205
Bomb King,0.025,0.52608,2605,2599.405, 5.3188e-02, 5.3074e-02,94342
Bomb King,0.050,0.58191,2506,2511.956, 5.1167e-02, 5.1289e-02,89831
Bomb King,0.075,0.63508,2433,2430.595, 4.9676e-02, 4.9627e-02,84775
Bomb King,0.100,0.68525,2358,2343.120, 4.8145e-02, 4.7841e-02,78203
Bomb King,0.125,0.73153,2225,2216.829, 4.5429e-02, 4.5263e-02,71645
Bomb King,0.150,0.77393,2089,2076.032, 4.2653e-02, 4.2388e-02,64521
Bomb King,0.175,0.81212,1888,1897.506, 3.8549e-02, 3.8743e-02,57137
Bomb King,0.200,0.84593,1745,1744.203, 3.5629e-02, 3.5613e-02,50898
Bomb King,0.225,0.87605,1596,1588.494, 3.2587e-02, 3.2434e-02,43913
Bomb King,0.250,0.90204,1400,1412.620, 2.8585e-02, 2.8843e-02,37846
Bomb King,0.275,0.92444,1267,1265.652, 2.5869e-02, 2.5842e-02,32110
Bomb King,0.300,0.94344,1153,1125.032, 2.3542e-02, 2.2971e-02,26446
Bomb King,0.325,0.95909,862,902.063, 1.7600e-02, 1.8418e-02,20875
Bomb King,0.350,0.97145,804,792.361, 1.6416e-02, 1.6178e-02,15903
Bomb King,0.375,0.98086,647,640.538, 1.3210e-02, 1.3078e-02,11884
Bomb King,0.400,0.98789,474,483.734, 9.6780e-03, 9.8768e-03,8085
Bomb King,0.425,0.99268,330,347.019, 6.7379e-03, 7.0854e-03,5329
Bomb King,0.450,0.99583,256,254.310, 5.2269e-03, 5.1925e-03,3259
Bomb King,0.475,0.99776,148,157.329, 3.0218e-03, 3.2123e-03,1891
Bomb King,0.500,0.99888,65,84.266, 1.3272e-03, 1.7205e-03,938
Bomb King,0.525,0.99943,62,60.778, 1.2659e-03, 1.2410e-03,528
Bomb King,0.550,0.99975,48,58.152, 9.8005e-04, 1.1873e-03,243
Ying,-0.475,0.00020,4,5.734, 7.0597e-05, 1.0120e-04,271
Ying,-0.450,0.00036,8,8.835, 1.4119e-04, 1.5594e-04,580
Ying,-0.425,0.00070,11,15.943, 1.9414e-04, 2.8138e-04,1141
Ying,-0.400,0.00137,32,37.209, 5.6477e-04, 6.5670e-04,2264
Ying,-0.375,0.00271,59,71.082, 1.0413e-03, 1.2545e-03,4127
Ying,-0.350,0.00516,123,134.759, 2.1708e-03, 2.3784e-03,7011
Ying,-0.325,0.00931,228,232.380, 4.0240e-03, 4.1013e-03,11155
Ying,-0.300,0.01591,311,339.728, 5.4889e-03, 5.9959e-03,16516
Ying,-0.275,0.02568,497,520.310, 8.7716e-03, 9.1830e-03,23856
Ying,-0.250,0.03980,756,761.278, 1.3343e-02, 1.3436e-02,32221
Ying,-0.225,0.05887,986,1010.785, 1.7402e-02, 1.7839e-02,41799
Ying,-0.200,0.08361,1334,1330.671, 2.3544e-02, 2.3485e-02,52324
Ying,-0.175,0.11457,1634,1639.595, 2.8839e-02, 2.8937e-02,62664
Ying,-0.150,0.15166,1945,1962.930, 3.4328e-02, 3.4644e-02,73334
Ying,-0.125,0.19506,2341,2325.620, 4.1317e-02, 4.1045e-02,82203
Ying,-0.100,0.24371,2704,2656.861, 4.7723e-02, 4.6891e-02,88659
Ying,-0.075,0.29618,2853,2859.639, 5.0353e-02, 5.0470e-02,94456
Ying,-0.050,0.35208,3138,3096.006, 5.5383e-02, 5.4642e-02,97945
Ying,-0.025,0.41004,3206,3202.101, 5.6583e-02, 5.6514e-02,98864
Ying,0.000,0.46855,3362,3315.057, 5.9336e-02, 5.8508e-02,97205
Ying,0.025,0.52608,3320,3297.443, 5.8595e-02, 5.8197e-02,94342
